Placa,Clase,Marca,A¤o de fabricaci¢n del taxi,Categor¡a,Tipo taxi
TSJ-003152,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-003153,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003154,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-003155,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003156,Taxi San Jos‚,Mitsubishi,2011,Automovil,Sedan
TSJ-003157,Taxi San Jos‚,Nissan,1999,Automovil,Sedan
TSJ-003158,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-003159,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-003160,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-003161,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-003163,Taxi San Jos‚,Byd,2014,Automovil,Sedan
TSJ-003164,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003165,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003166,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-003167,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003168,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003169,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003170,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-003172,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003173,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003174,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-003175,Taxi San Jos‚,Hyundai,1998,Automovil,Sedan
TSJ-003176,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-003177,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003179,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-003180,Taxi San Jos‚,Hyundai,1997,Automovil,Sedan
TSJ-003181,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-003182,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003183,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003184,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-003185,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-003186,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003188,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003189,Taxi San Jos‚,Faw,2015,Automovil,Sedan
TSJ-003190,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003191,Taxi San Jos‚,Hyundai,1999,Automovil,Sedan
TSJ-003192,Taxi San Jos‚,Mitsubishi,2009,Automovil,Sedan
TSJ-003193,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-003194,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003195,Taxi San Jos‚,Toyota,2015,Automovil,Sedan
TSJ-003196,Taxi San Jos‚,Nissan,2013,Automovil,Sedan
TSJ-003197,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-003198,Taxi San Jos‚,Toyota,2018,Carga liviana,Rural
TSJ-003199,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003200,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003201,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003202,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-003203,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003205,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-003206,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003207,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003208,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003209,Taxi San Jos‚,Faw,2014,Automovil,Sedan
TSJ-003210,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003211,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-003212,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003213,Taxi San Jos‚,Nissan,2004,Automovil,Sedan
TSJ-003214,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003215,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-003216,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003218,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003219,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003220,Taxi San Jos‚,Suzuki,2014,Automovil,Sedan
TSJ-003221,Taxi San Jos‚,Toyota,2018,Automovil,Sedan
TSJ-003223,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003224,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003225,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003226,Taxi San Jos‚,Greatwall,2017,Automovil,Sedan
TSJ-003227,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003228,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003229,Taxi San Jos‚,Nissan,2013,Automovil,Sedan
TSJ-003230,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003231,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003233,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003234,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003236,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003237,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003238,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003239,Taxi San Jos‚,Jac,2013,Automovil,Sedan
TSJ-003240,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003241,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003243,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003244,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003245,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003246,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003247,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003248,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003249,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003250,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-003251,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-003252,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003253,Taxi San Jos‚,Suzuki,2016,Automovil,Sedan
TSJ-003254,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003255,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003256,Taxi San Jos‚,Mitsubishi,2016,Automovil,Sedan
TSJ-003257,Taxi San Jos‚,Nissan,2013,Automovil,Sedan
TSJ-003258,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003259,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003261,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-003262,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003263,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003264,Taxi San Jos‚,Toyota,1988,Automovil,Sedan
TSJ-003265,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003266,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003267,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003268,Taxi San Jos‚,Nissan,2001,Automovil,Sedan
TSJ-003269,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-003270,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003271,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003272,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003273,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003274,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003276,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003277,Taxi San Jos‚,Greatwall,2016,Automovil,Sedan
TSJ-003278,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003280,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003282,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003283,Taxi San Jos‚,Toyota,2015,Automovil,Sedan
TSJ-003284,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003285,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-003286,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-003287,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003288,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003289,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003290,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003291,Taxi San Jos‚,Toyota,2015,Automovil,Sedan
TSJ-003292,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-003293,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003294,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003295,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003296,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-003298,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003299,Taxi San Jos‚,Suzuki,2008,Automovil,Sedan
TSJ-003300,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003301,Taxi San Jos‚,Nissan,2007,Automovil,Sedan
TSJ-003302,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003303,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003304,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-003305,Taxi San Jos‚,Nissan,2014,Automovil,Sedan
TSJ-003306,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003307,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003308,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003309,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003310,Taxi San Jos‚,Suzuki,2016,Automovil,Sedan
TSJ-003311,Taxi San Jos‚,Faw,2015,Automovil,Sedan
TSJ-003312,Taxi San Jos‚,Nissan,2004,Automovil,Sedan
TSJ-003313,Taxi San Jos‚,Greatwall,2017,Automovil,Sedan
TSJ-003314,Taxi San Jos‚,Nissan,2006,Automovil,Sedan
TSJ-003315,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003316,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003317,Taxi San Jos‚,Nissan,2005,Carga liviana,Rural
TSJ-003318,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003319,Taxi San Jos‚,Jac,2013,Automovil,Sedan
TSJ-003320,Taxi San Jos‚,Hyundai,1992,Automovil,Sedan
TSJ-003322,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-003323,Taxi San Jos‚,Greatwall,2017,Automovil,Sedan
TSJ-003325,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003327,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003328,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003329,Taxi San Jos‚,Toyota,1999,Automovil,Sedan
TSJ-003330,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-003331,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003332,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-003333,Taxi San Jos‚,Faw,2015,Automovil,Sedan
TSJ-003334,Taxi San Jos‚,Nissan,2007,Automovil,Sedan
TSJ-003335,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003336,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003337,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-003339,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003340,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003341,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003343,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-003345,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-003346,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-003347,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003348,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003349,Taxi San Jos‚,Hyundai,1992,Automovil,Sedan
TSJ-003350,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003351,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003352,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-003354,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003355,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003356,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003357,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003358,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-003359,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003360,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003361,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-003362,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003363,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003364,Taxi San Jos‚,Greatwall,2017,Automovil,Sedan
TSJ-003365,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-003367,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003368,Taxi San Jos‚,Byd,2012,Automovil,Sedan
TSJ-003369,Taxi San Jos‚,Chevrolet,1999,Automovil,Sedan
TSJ-003370,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-003371,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003372,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-003373,Taxi San Jos‚,Geely,2016,Automovil,Sedan
TSJ-003374,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003375,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003376,Taxi San Jos‚,Mitsubishi,2008,Automovil,Sedan
TSJ-003378,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003379,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003380,Taxi San Jos‚,Toyota,2015,Automovil,Sedan
TSJ-003382,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003383,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-003384,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003385,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003387,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-003388,Taxi San Jos‚,Mitsubishi,2013,Automovil,Sedan
TSJ-003389,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003391,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003392,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003393,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003394,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003395,Taxi San Jos‚,Nissan,2018,Automovil,Sedan
TSJ-003396,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003397,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-003398,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003399,Taxi San Jos‚,Toyota,2000,Automovil,Sedan
TSJ-003400,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003401,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003402,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003403,Taxi San Jos‚,Toyota,2006,Automovil,Rural
TSJ-003404,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-003405,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003406,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003407,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003408,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003409,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003410,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003412,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003413,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003414,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003415,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-003416,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003417,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003418,Taxi San Jos‚,Nissan,2018,Automovil,Sedan
TSJ-003419,Taxi San Jos‚,Toyota,1991,Automovil,Sedan
TSJ-003420,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-003421,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-003422,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-003423,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003424,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-003425,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003426,Taxi San Jos‚,Suzuki,2010,Automovil,Sedan
TSJ-003427,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003428,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003429,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003430,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003431,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003432,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003433,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003434,Taxi San Jos‚,Hyundai,2014,Automovil,Sedan
TSJ-003435,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003436,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003437,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003438,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003439,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-003441,Taxi San Jos‚,Nissan,2004,Automovil,Sedan
TSJ-003442,Taxi San Jos‚,Faw,2014,Automovil,Sedan
TSJ-003443,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003445,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003446,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003447,Taxi San Jos‚,Kia,2005,Automovil,Sedan
TSJ-003448,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-003449,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003452,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-003453,Taxi San Jos‚,Faw,2015,Automovil,Sedan
TSJ-003454,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003455,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003456,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-003457,Taxi San Jos‚,Hyundai,1996,Automovil,Sedan
TSJ-003458,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-003459,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003460,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003461,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003462,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003463,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003464,Taxi San Jos‚,Nissan,1999,Automovil,Sedan
TSJ-003465,Taxi San Jos‚,Daihatsu,2008,Automovil,Rural
TSJ-003466,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003467,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003469,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003471,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003472,Taxi San Jos‚,Geely,2017,Automovil,Sedan
TSJ-003473,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-003475,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003476,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003477,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003478,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003479,Taxi San Jos‚,Nissan,2009,Automovil,Sedan
TSJ-003481,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003482,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003483,Taxi San Jos‚,Toyota,2018,Automovil,Sedan
TSJ-003484,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003485,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-003486,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003487,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003488,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003489,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003490,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003491,Taxi San Jos‚,Toyota,1990,Automovil,Sedan
TSJ-003492,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003493,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003495,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-003496,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003497,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003498,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-003499,Taxi San Jos‚,Mitsubishi,2012,Carga liviana,Rural
TSJ-003500,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003501,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003502,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-003503,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003505,Taxi San Jos‚,Faw,2014,Automovil,Sedan
TSJ-003506,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003507,Taxi San Jos‚,Suzuki,2014,Automovil,Sedan
TSJ-003508,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003509,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003510,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-003512,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003514,Taxi San Jos‚,Nissan,2013,Automovil,Sedan
TSJ-003515,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003516,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003517,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003518,Taxi San Jos‚,Toyota,2002,Automovil,Sedan
TSJ-003519,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003520,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-003521,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003522,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003524,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003525,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003526,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-003527,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003528,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003529,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003531,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003533,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003534,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-003535,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-003536,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003538,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003539,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003540,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003541,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003542,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-003543,Taxi San Jos‚,Suzuki,2014,Automovil,Sedan
TSJ-003544,Taxi San Jos‚,Daihatsu,2011,Automovil,Rural
TSJ-003545,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003546,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003547,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003548,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003549,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003550,Taxi San Jos‚,Nissan,2014,Automovil,Sedan
TSJ-003551,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003553,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-003554,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003556,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-003557,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003558,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-003559,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003560,Taxi San Jos‚,Toyota,1994,Automovil,Sedan
TSJ-003561,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-003562,Taxi San Jos‚,Nissan,2018,Automovil,Sedan
TSJ-003563,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003564,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003565,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003567,Taxi San Jos‚,Chevrolet,2012,Automovil,Sedan
TSJ-003568,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-003569,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-003570,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-003572,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
